,Unnamed: 0,emoji_symbol,emoji_name,emoji_code,emoji_description,preprocessed_description,avg_glove_embedding
1633,1633,🇱🇦,🇦 Flag: Laos,"U+1F1F1, U+1F1E6","The flag forLaos, which may show as the lettersLAon some platforms.The Flag: Laos emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇦Regional Indicator Symbol Letter A.
These display as a single emoji on supported platforms.","['flag', 'forlaos', 'may', 'show', 'letterslaon', 'flag', 'laos', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.12435946  0.35185693  0.04600766 -0.18043307  0.289969    0.07938412
 -0.1802318  -0.2241588  -0.11027733 -0.12033733 -0.13530201 -0.26510461
  0.42124987  0.07243466  0.18956873  0.1294644   0.44341532  0.01088841
  0.02419381 -0.31930733  0.26029787 -0.297818   -0.00516947  0.05169088
  0.21911733 -0.20514647 -0.06123172  0.14258679  0.10009553 -0.191494
  0.36649987  0.41796     0.238529    0.285848    0.32214033  0.17767986
  0.19650964  0.01995574  0.0060996  -0.36653355 -0.2739116  -0.29567531
  0.325562    0.04279033  0.11415893  0.05459546  0.23852067  0.0203372
 -0.3113974  -0.64882399  0.2606496   0.15099333  0.25763386  0.854744
 -0.23682787 -1.53606401 -0.14692333 -0.02414023  1.42109335  0.22315627
 -0.17223986  0.41568866 -0.21002359  0.1045832   0.4505048   0.22002053
 -0.11842449  0.08724733  0.16915034 -0.10131647  0.04715907 -0.04665313
 -0.07540147 -0.18345534  0.27237033  0.26094667  0.23559827  0.17299641
 -0.58158394 -0.33190386  0.0406422  -0.38306841 -0.14877767 -0.09947734
 -0.82206726 -0.302116    0.17627434 -0.17829671  0.34724015 -0.12396513
 -0.15608193 -0.07470379 -0.01253333  0.35881381 -0.17820174 -0.12127413
 -0.33375747 -0.50134479  0.35521867  0.09263619]"
1634,1634,🇱🇧,🇧 Flag: Lebanon,"U+1F1F1, U+1F1E7","The flag forLebanon, which may show as the lettersLBon some platforms.The Flag: Lebanon emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇧Regional Indicator Symbol Letter B.
These display as a single emoji on supported platforms.","['flag', 'forlebanon', 'may', 'show', 'letterslbon', 'flag', 'lebanon', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.17976613  0.30961493  0.01207013 -0.1772284   0.24928253  0.12990612
 -0.1017618  -0.2772888  -0.07748733 -0.05535933 -0.14105001 -0.31130394
  0.4384712   0.038298    0.1644512   0.13522587  0.37832132  0.0083884
 -0.05309133 -0.25085533  0.23530054 -0.313284    0.02181987 -0.00864513
  0.249044   -0.27807513 -0.16794639  0.10743812  0.1409662  -0.17571274
  0.40782654  0.32245533  0.20334967  0.33938066  0.27585864  0.12826053
  0.20859763  0.02142174  0.04276893 -0.34091222 -0.23720427 -0.32276064
  0.343738    0.06419107  0.07799585  0.01775746  0.24145267  0.03062054
 -0.32236473 -0.69200666  0.29061207  0.18857267  0.31483786  0.889124
 -0.23472254 -1.63880401 -0.090406   -0.02563356  1.41058668  0.241712
 -0.07217787  0.38234546 -0.184651    0.0726612   0.49962546  0.22483453
 -0.10446449  0.07614193  0.09838901 -0.10871847  0.04003907 -0.05731446
 -0.11138267 -0.2158464   0.33765033  0.25095867  0.27109361  0.20191574
 -0.64075887 -0.35723453  0.10511687 -0.38723574 -0.15526301 -0.06590534
 -0.80229926 -0.35514267  0.211609   -0.19557537  0.41856149 -0.1878258
 -0.21816327  0.00588088 -0.00984933  0.40757914 -0.23659574 -0.05245846
 -0.28724747 -0.43069746  0.42996667  0.15323286]"
1635,1635,🇱🇨,🇨 Flag: St. Lucia,"U+1F1F1, U+1F1E8","The Flag: St. Lucia emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇨Regional Indicator Symbol Letter C.
These display as a single emoji on supported platforms.","['flag', 'lucia', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-1.48906661e-01  3.84331410e-01 -2.27392061e-03 -4.10030023e-02
  2.90466910e-01  1.13846825e-01 -7.72400014e-02 -3.75571087e-01
 -1.18621668e-01 -7.45085819e-02 -1.15094175e-01 -3.68304006e-01
  3.60351501e-01  9.80666528e-03  1.90853248e-01  1.41978003e-01
  4.42298324e-01  9.79546693e-02  6.19000084e-02 -2.61046665e-01
  1.78618171e-01 -2.88758598e-01 -1.36400002e-02  2.72244279e-02
  2.26798080e-01 -2.28316252e-01 -1.15657227e-01  9.11059884e-02
 -6.24789999e-02 -9.33912493e-02  4.54249670e-01  2.73015002e-01
  2.33701169e-01  3.58569163e-01  3.20164995e-01  1.43433165e-01
  2.14606435e-01 -4.41165331e-04  1.28339252e-01 -3.90114440e-01
 -1.86367666e-01 -3.31944833e-01  3.97613332e-01  4.16838362e-02
  1.49243500e-01  1.04670832e-01  2.49275840e-01  2.00115057e-02
 -2.86541750e-01 -4.51687490e-01  3.50850335e-01  2.55089999e-01
  3.49260415e-01  7.61820005e-01 -3.07376924e-01 -1.41575085e+00
 -4.13849975e-02  1.20916663e-01  1.26353085e+00  1.66634998e-01
 -1.75814501e-01  2.08885332e-01 -1.88376743e-01  6.92589994e-02
  2.99421323e-01  1.76759411e-01 -9.28177775e-02  8.95605781e-02
  3.20719516e-01 -1.34909914e-01  5.10942113e-03  1.00306918e-01
 -1.77021720e-02 -2.53283003e-01  4.45514584e-01  2.21283172e-01
  1.99248672e-01  1.45732838e-01 -4.91768579e-01 -3.66310835e-01
  7.61024964e-03 -3.45802340e-01 -1.52387341e-01 -6.71387520e-02
 -8.28428286e-01 -3.68713326e-01  1.87605417e-01 -2.04344214e-01
  4.49134938e-01 -2.05528084e-01 -1.27365749e-01 -1.61440833e-02
 -1.82383334e-02  4.12536670e-01 -1.32003005e-01 -1.26017246e-01
 -2.92514752e-01 -4.60653323e-01  3.22131670e-01  1.07774413e-01]"
1636,1636,🇱🇮,🇮 Flag: Liechtenstein,"U+1F1F1, U+1F1EE","The flag forLiechtenstein, which may show as the lettersLIon some platforms.The Flag: Liechtenstein emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇮Regional Indicator Symbol Letter I.
These display as a single emoji on supported platforms.","['flag', 'forliechtenstein', 'may', 'show', 'letterslion', 'flag', 'liechtenstein', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.1524148   0.32049926  0.071403   -0.20373974  0.251673    0.16393013
 -0.13354713 -0.29444307 -0.13784053 -0.15374733 -0.10053667 -0.22814061
  0.33855387  0.025336    0.16174453  0.1794164   0.49568332  0.08451374
  0.00404467 -0.25290666  0.15460254 -0.271944    0.02147387  0.0682842
  0.194932   -0.2788258  -0.16081106  0.15755279  0.07431463 -0.19877934
  0.39729254  0.34726953  0.2088714   0.2947468   0.29900766  0.15262919
  0.1962243   0.03685307  0.0215156  -0.38591888 -0.16041293 -0.38251331
  0.325824    0.085711    0.03705293  0.0114308   0.264764    0.0490112
 -0.2782554  -0.64959266  0.28127827  0.14105873  0.2836028   0.81824867
 -0.29489454 -1.59101867 -0.09344266  0.01225377  1.30577135  0.278588
 -0.12617453  0.34353066 -0.22642966  0.1705012   0.47985546  0.22282253
 -0.16575582  0.11880533  0.19092834 -0.14806713 -0.02391626 -0.05764046
 -0.036034   -0.18981374  0.32269853  0.22087001  0.27849361  0.09465307
 -0.5892182  -0.32733919  0.10375687 -0.39364641 -0.12635701 -0.06892594
 -0.78206393 -0.40187667  0.16751834 -0.18747204  0.40527149 -0.18973447
 -0.20100193 -0.06000845  0.056502    0.38217114 -0.14559841 -0.1107398
 -0.32892947 -0.43526079  0.3695912   0.0467642 ]"
1637,1637,🇱🇰,🇰 Flag: Sri Lanka,"U+1F1F1, U+1F1F0","The flag forSri Lanka, which may show as the lettersLKon some platforms.The Flag: Sri Lanka emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇰Regional Indicator Symbol Letter K.
These display as a single emoji on supported platforms.","['flag', 'forsri', 'lanka', 'may', 'show', 'letterslkon', 'flag', 'sri', 'lanka', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.37708776  0.42060906  0.05366529 -0.04962447  0.15540794  0.14339893
 -0.17353688 -0.15376953 -0.28562941 -0.10795765 -0.09543165 -0.24067163
  0.55098694  0.19954588  0.14424735  0.09366659  0.34659116  0.03347742
 -0.04297646 -0.07831176  0.35192047 -0.38686529  0.28263105  0.06210077
  0.25032706 -0.15435312 -0.1468527   0.16292246  0.005539   -0.24901471
  0.26647989  0.33037765  0.07822971  0.34841705  0.30069853 -0.02833835
  0.04376732  0.07359447 -0.00363876 -0.35277137 -0.37968083 -0.13717939
  0.44119118 -0.07530264  0.25799318  0.05593847  0.2446953   0.04647224
 -0.30628359 -0.62330823  0.21898083  0.25897764  0.2732405   0.88823412
 -0.23547871 -1.63007412 -0.33118529 -0.04018609  1.37872355  0.15205176
 -0.22564576  0.17230882 -0.25483558  0.15304929  0.34547423  0.35290164
 -0.14788632  0.15471     0.23210148 -0.0423057   0.1138386   0.01189241
 -0.14729235 -0.23848212  0.32241947  0.26847471  0.00328965  0.23187624
 -0.66102606 -0.27620223  0.04740312 -0.42154154 -0.07002265 -0.16167647
 -0.74578899 -0.28007588  0.02925383 -0.18890533  0.2966419  -0.07696394
 -0.04291465  0.02911195 -0.01524529  0.28195336 -0.21904801  0.04941783
 -0.31083482 -0.26999599  0.38726706  0.11764788]"
1638,1638,🇱🇷,🇷 Flag: Liberia,"U+1F1F1, U+1F1F7","The flag forLiberia, which may show as the lettersLRon some platforms.The Flag: Liberia emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇷Regional Indicator Symbol Letter R.
These display as a single emoji on supported platforms.","['flag', 'forliberia', 'may', 'show', 'letterslron', 'flag', 'liberia', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.12827213  0.37905693  0.01100708 -0.20270107  0.27045766  0.16342546
 -0.09877847 -0.23038613 -0.1370456  -0.13163933 -0.13733201 -0.27040794
  0.43047654  0.034762    0.15385386  0.12741773  0.45523465  0.0524224
  0.03850467 -0.32542466  0.24574254 -0.343582    0.07964854 -0.00347846
  0.25811533 -0.18843647 -0.16629106  0.12334772  0.07767473 -0.20528067
  0.4286912   0.27675333  0.21360394  0.274604    0.284095    0.1513752
  0.20989697  0.02160174  0.0292356  -0.33227355 -0.29014493 -0.28776331
  0.33212333  0.01666233  0.0718502   0.0658188   0.19674734 -0.00769813
 -0.28089473 -0.67844799  0.2752236   0.17941     0.2499312   0.85411267
 -0.17877454 -1.57973468 -0.14725466 -0.06403889  1.36420002  0.22173133
 -0.13111453  0.34610133 -0.27105899  0.09050253  0.48109746  0.1971852
 -0.11706115  0.13351066  0.16337841 -0.07561447  0.03851507 -0.0351978
 -0.14112734 -0.2122544   0.40678234  0.19024267  0.25782707  0.20605907
 -0.6362182  -0.36850386  0.04520953 -0.39593507 -0.15395354 -0.067492
 -0.79175392 -0.33438867  0.20490967 -0.22293324  0.36061015 -0.2405738
 -0.1641006  -0.00392379  0.00198867  0.39745448 -0.21439241 -0.1257322
 -0.33025813 -0.43102213  0.37099753  0.12306146]"
1639,1639,🇱🇸,🇸 Flag: Lesotho,"U+1F1F1, U+1F1F8","The flag forLesotho, which may show as the lettersLSon some platforms.The Flag: Lesotho emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇸Regional Indicator Symbol Letter S.
These display as a single emoji on supported platforms.","['flag', 'forlesotho', 'may', 'show', 'letterslson', 'flag', 'lesotho', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-1.69660129e-01  3.51664264e-01  6.27029972e-02 -1.37775736e-01
  2.30568995e-01  1.53969459e-01 -1.23252467e-01 -2.02398801e-01
 -1.62894001e-01 -1.82628663e-01 -1.54614673e-01 -2.46431940e-01
  3.47474536e-01  5.26926647e-02  1.67518530e-01  1.05790401e-01
  4.67628653e-01  3.32744042e-02  5.37373413e-02 -3.26829998e-01
  2.35897868e-01 -3.41284667e-01  7.67885303e-02 -1.36445848e-03
  2.33706732e-01 -2.03641135e-01 -8.06303886e-02  1.49276786e-01
  6.98279999e-02 -1.95528003e-01  4.22191870e-01  3.48103801e-01
  2.26099671e-01  2.71427329e-01  2.94097663e-01  1.55313195e-01
  1.66044301e-01  5.09470689e-02  1.90662667e-02 -3.44028219e-01
 -2.43686930e-01 -2.74345974e-01  2.88959867e-01  2.13665515e-04
  6.41729336e-02  5.02081320e-02  2.15700005e-01  3.93198699e-02
 -3.12232066e-01 -6.56171326e-01  2.24162266e-01  1.52190664e-01
  2.74577864e-01  8.22093336e-01 -2.24158537e-01 -1.53407734e+00
 -1.70662000e-01 -1.94028986e-02  1.35062935e+00  2.06554000e-01
 -1.43587866e-01  3.09112662e-01 -2.18365662e-01  1.65233866e-01
  4.87602798e-01  2.47118529e-01 -1.27885821e-01  7.59727959e-02
  1.92732342e-01 -1.02523800e-01  7.25684050e-02 -3.76144646e-02
 -8.24626688e-02 -1.79884937e-01  3.41107665e-01  2.74606008e-01
  2.82884938e-01  1.94265071e-01 -5.80042970e-01 -3.27976525e-01
  3.09441999e-02 -3.95236408e-01 -1.04195005e-01 -9.54066679e-02
 -8.23523926e-01 -3.54590665e-01  1.94791936e-01 -1.96506704e-01
  3.61905488e-01 -1.82029801e-01 -1.13849933e-01 -5.88491198e-02
 -1.97233344e-02  4.11234475e-01 -2.01065076e-01 -1.27943329e-01
 -3.30780134e-01 -4.76760126e-01  3.87498668e-01  9.83088611e-02]"
1640,1640,🇱🇹,🇹 Flag: Lithuania,"U+1F1F1, U+1F1F9","The flag forLithuania, which may show as the lettersLTon some platforms.The Flag: Lithuania emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇹Regional Indicator Symbol Letter T.
These display as a single emoji on supported platforms.","['flag', 'forlithuania', 'may', 'show', 'letterslton', 'flag', 'lithuania', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.11352879  0.31569793  0.08349033 -0.15009907  0.25093299  0.10317746
 -0.15827113 -0.25738014 -0.11319333 -0.09373493 -0.15685467 -0.30676727
  0.34526987  0.05753133  0.1250092   0.1155744   0.45372732  0.10856307
 -0.01531199 -0.278446    0.16299854 -0.28289134 -0.0359908   0.09423088
  0.24947667 -0.34307247 -0.14571906  0.15476212  0.1576662  -0.19368134
  0.36797787  0.365324    0.19086167  0.28691866  0.327319    0.10569386
  0.24756564 -0.01882893  0.03124493 -0.36391155 -0.22437493 -0.39826931
  0.34321267  0.05235567  0.0580836  -0.0041312   0.298662    0.0261592
 -0.26677673 -0.63587706  0.30318494  0.17185533  0.2574572   0.85817333
 -0.27997454 -1.59090734 -0.1017636   0.0022591   1.36987135  0.26286467
 -0.1070732   0.37956373 -0.24766966  0.16186853  0.48588946  0.2411592
 -0.09840849  0.09909133  0.15878674 -0.09819847  0.03480774 -0.0450878
 -0.04092867 -0.13714307  0.304175    0.25156934  0.27259827  0.15008321
 -0.5959682  -0.35129453  0.03330487 -0.40435841 -0.13361367 -0.06726667
 -0.81175193 -0.38267213  0.1827802  -0.18497204  0.41064349 -0.17337647
 -0.18202193 -0.05571312  0.02231753  0.40973381 -0.20960774 -0.1250106
 -0.32765213 -0.39598679  0.34642467  0.08563086]"
1641,1641,🇱🇺,🇺 Flag: Luxembourg,"U+1F1F1, U+1F1FA","The flag forLuxembourg, which may show as the lettersLUon some platformsThe Flag: Luxembourg emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇺Regional Indicator Symbol Letter U.
These display as a single emoji on supported platforms.","['flag', 'forluxembourg', 'may', 'show', 'lettersluon', 'platformsthe', 'flag', 'luxembourg', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.11558946  0.26502893  0.072113   -0.15526707  0.25921433  0.11392492
 -0.14114313 -0.24955014 -0.11187067 -0.14655    -0.14739334 -0.25641527
  0.31865854  0.075972    0.1722672   0.14316853  0.43581932  0.03923107
  0.01322334 -0.29065     0.19046254 -0.269938    0.01395653  0.01827221
  0.23689173 -0.3467858  -0.10745972  0.13138345  0.11015353 -0.19538467
  0.35793254  0.343792    0.21267127  0.26160866  0.30923166  0.17746319
  0.22094164 -0.0088676   0.0144876  -0.37068889 -0.1544196  -0.40676464
  0.2931536   0.0657382   0.0471376   0.05844813  0.22591067  0.00492654
 -0.2990318  -0.67414466  0.27723627  0.1363742   0.27516453  0.84055134
 -0.3071812  -1.63075734 -0.12167133  0.05134044  1.33760762  0.26908067
 -0.06258853  0.333252   -0.20568286  0.14612253  0.47799613  0.22906186
 -0.17751582  0.14910667  0.17697968 -0.1468358  -0.0187962  -0.0574778
 -0.091826   -0.19019507  0.3267258   0.24036934  0.27885561  0.11128307
 -0.62090087 -0.35775386  0.05231153 -0.41971507 -0.12070101 -0.066286
 -0.83952859 -0.39273067  0.178325   -0.18226937  0.41696149 -0.1752918
 -0.1861246  -0.07425779  0.047364    0.40944981 -0.17026787 -0.08048113
 -0.3580228  -0.47535546  0.39592933  0.06671686]"
1642,1642,🇱🇻,🇻 Flag: Latvia,"U+1F1F1, U+1F1FB","The flag forLatvia, which may show as the lettersLVon some platforms.The Flag: Latvia emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇻Regional Indicator Symbol Letter V.
These display as a single emoji on supported platforms.","['flag', 'forlatvia', 'may', 'show', 'letterslvon', 'flag', 'latvia', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-0.14238013  0.35286093  0.067755   -0.16130307  0.227177    0.10481946
 -0.17375047 -0.26198347 -0.105774   -0.09208627 -0.13506727 -0.30134194
  0.3477552   0.070552    0.1522092   0.14406373  0.46706066  0.07438507
 -0.00332999 -0.28304866  0.18108587 -0.264572    0.01051186  0.11017754
  0.24595533 -0.31173913 -0.13773332  0.16471279  0.14657953 -0.19251067
  0.38390054  0.391946    0.19620767  0.30962333  0.32360433  0.0939872
  0.2285923   0.00512027  0.02259893 -0.38252555 -0.21384627 -0.3887053
  0.31963667  0.098701    0.06440027  0.01588147  0.28352867  0.01682454
 -0.2926374  -0.61634866  0.2999236   0.14444926  0.23389986  0.86445467
 -0.29175454 -1.61200401 -0.06170133 -0.00416557  1.35786668  0.269098
 -0.11095987  0.35643866 -0.255005    0.15060987  0.46907746  0.2420052
 -0.11230449  0.10504133  0.17727368 -0.12863293  0.0086724  -0.03835713
 -0.08971667 -0.14359441  0.329469    0.25842268  0.2308676   0.14562434
 -0.58525234 -0.39014853  0.03398953 -0.42040307 -0.13071234 -0.09084267
 -0.81003526 -0.40544867  0.18035034 -0.17713471  0.38349402 -0.1827358
 -0.16983953 -0.06140379  0.003744    0.39810181 -0.19351774 -0.12176433
 -0.30442147 -0.39344413  0.337608    0.10177286]"
1643,1643,🇱🇾,🇾 Flag: Libya,"U+1F1F1, U+1F1FE","The flag forLibya, which may show as the lettersLYon some platforms.The Flag: Libya emoji is aflag sequencecombining🇱Regional Indicator Symbol Letter Land🇾Regional Indicator Symbol Letter Y.
These display as a single emoji on supported platforms.","['flag', 'forlibya', 'may', 'show', 'letterslyon', 'flag', 'libya', 'emoji', 'aflag', 'indicator', 'symbol', 'letter', 'indicator', 'symbol', 'letter', 'display', 'single', 'emoji', 'supported', 'platforms']","[-4.93947959e-02  3.24636928e-01  2.63989971e-02 -1.77651068e-01
  2.50914328e-01  6.90781234e-02 -1.10667267e-01 -2.32483467e-01
 -1.34118667e-01 -8.54099999e-02 -1.04950007e-01 -2.89555939e-01
  4.17104537e-01  6.23206665e-02  1.54623197e-01  1.51974400e-01
  4.43789988e-01  1.24017358e-02 -7.02658358e-04 -3.14340664e-01
  1.85557870e-01 -3.00851336e-01  1.05818684e-02 -1.37112591e-02
  2.46483998e-01 -1.85675134e-01 -1.49171057e-01  1.40488119e-01
  9.21342003e-02 -2.01830669e-01  4.04949203e-01  3.52597801e-01
  1.59000337e-01  3.01798396e-01  2.38676329e-01  2.32447198e-01
  2.16003633e-01  2.00950690e-02 -2.15077316e-02 -2.95282887e-01
 -2.81404928e-01 -3.26163305e-01  3.47046667e-01  5.10323343e-02
  1.03190934e-01  1.80207983e-02  2.54752006e-01  4.69845384e-02
 -3.04297132e-01 -6.72116659e-01  2.91978616e-01  2.27221334e-01
  3.04055197e-01  9.07437336e-01 -2.89214535e-01 -1.57839467e+00
 -1.76076669e-01 -3.50595645e-02  1.39611335e+00  2.16779333e-01
 -1.12678531e-01  3.62206660e-01 -2.24374995e-01  3.84365333e-02
  4.92760797e-01  1.97977862e-01 -1.18081155e-01  1.23585328e-01
  1.04061008e-01 -1.28021040e-01  3.01357352e-02 -6.08591317e-02
 -9.36553348e-02 -1.92817070e-01  3.64896331e-01  2.61288006e-01
  2.88654940e-01  1.24327073e-01 -5.93418202e-01 -3.37715193e-01
  7.61215344e-02 -4.32838474e-01 -1.56206006e-01 -5.45933351e-02
 -8.52020592e-01 -3.39316667e-01  2.26753005e-01 -1.88318704e-01
  3.57102154e-01 -1.92565133e-01 -2.02283934e-01 -5.14677864e-02
  2.69040339e-02  3.44296476e-01 -1.99141741e-01 -9.60131285e-02
 -3.31348800e-01 -4.40714126e-01  3.93826667e-01  9.09615277e-02]"
